

All hps: 2021-03-10 16:21:33 model=wrn-28-10-drop dataset=cifar10 attack=square_l2 n_ex=10000 eps=765.0 p=0.05 n_iter=10000
Clean accuracy: 95.97%
Initial square side=6 for bumps
2021-03-10_16-21-56_EXACT_IFTY0_wrn-28-10-drop_HRZ0_RND1__Eps765
1: acc=78.89% acc_corr=82.20% avg#q_ae=2.16 med#q=2.0, avg_margin=5.51, buff=19194, (n_ex=9597, eps=765.000, 10.67s)
1954: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.02s)
1955: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.05s)
1956: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.07s)
1957: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.09s)
1958: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.11s)
1959: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.14s)
1960: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.16s)
1961: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.18s)
1962: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.20s)
1963: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.23s)
1964: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.25s)
1965: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.27s)
1966: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.29s)
1967: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.31s)
1968: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.33s)
1969: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.35s)
1970: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.37s)
1971: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.39s)
1972: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.42s)
1973: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.44s)
1974: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.46s)
1975: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.48s)
1976: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.50s)
1977: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.53s)
1978: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.55s)
1979: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.57s)
1980: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.59s)
1981: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.61s)
1982: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.63s)
1983: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.65s)
1984: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.67s)
1985: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.70s)
1986: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.72s)
1987: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.73s)
1988: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.75s)
1989: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.77s)
1990: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.79s)
1991: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.81s)
1992: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.83s)
1993: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.85s)
1994: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.87s)
1995: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.90s)
1996: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.92s)
1997: acc=0.11% acc_corr=0.11% avg#q_ae=66.55 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.95s)
1998: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.97s)
1999: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1006.99s)
2000: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.01s)
2001: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.04s)
2002: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.06s)
2003: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.08s)
2004: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.10s)
2005: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.12s)
2006: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.14s)
2007: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.16s)
2008: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.19s)
2009: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.21s)
2010: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.23s)
2011: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.25s)
2012: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.27s)
2013: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.29s)
2014: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.31s)
2015: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.33s)
2016: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.36s)
2017: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.38s)
2018: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.40s)
2019: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.42s)
2020: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.44s)
2021: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.47s)
2022: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.49s)
2023: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.51s)
2024: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.53s)
2025: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.56s)
2026: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.58s)
2027: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.60s)
2028: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.62s)
2029: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.64s)
2030: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.66s)
2031: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.68s)
2032: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.70s)
2033: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.72s)
2034: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.74s)
2035: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.76s)
2036: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.78s)
2037: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.81s)
2038: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.83s)
2039: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.85s)
2040: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.87s)
2041: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.89s)
2042: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.92s)
2043: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.94s)
2044: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.96s)
2045: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1007.98s)
2046: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.00s)
2047: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.02s)
2048: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.04s)
2049: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.06s)
2050: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.09s)
2051: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.11s)
2052: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.13s)
2053: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.15s)
2054: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.17s)
2055: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.19s)
2056: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.21s)
2057: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.23s)
2058: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.25s)
2059: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.27s)
2060: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.29s)
2061: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.32s)
2062: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.34s)
2063: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.36s)
2064: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.38s)
2065: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.40s)
2066: acc=0.10% acc_corr=0.10% avg#q_ae=66.75 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.42s)
2067: acc=0.09% acc_corr=0.09% avg#q_ae=66.96 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.45s)
2068: acc=0.09% acc_corr=0.09% avg#q_ae=66.96 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.47s)
2069: acc=0.09% acc_corr=0.09% avg#q_ae=66.96 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.49s)
2070: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.51s)
2071: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.52s)
2072: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.54s)
2073: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.56s)
2074: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.58s)
2075: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.60s)
2076: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.62s)
2077: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.64s)
2078: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.66s)
2079: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.68s)
2080: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.70s)
2081: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.72s)
2082: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.74s)
2083: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.76s)
2084: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.78s)
2085: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.80s)
2086: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.82s)
2087: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.84s)
2088: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.86s)
2089: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.88s)
2090: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.90s)
2091: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.92s)
2092: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.94s)
2093: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.96s)
2094: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1008.98s)
2095: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.00s)
2096: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.02s)
2097: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.04s)
2098: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.06s)
2099: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.08s)
2100: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.10s)
2101: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.12s)
2102: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.14s)
2103: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.16s)
2104: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.18s)
2105: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.20s)
2106: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.22s)
2107: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.24s)
2108: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.26s)
2109: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.28s)
2110: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.30s)
2111: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.32s)
2112: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.34s)
2113: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.36s)
2114: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.38s)
2115: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.40s)
2116: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.42s)
2117: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.44s)
2118: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.45s)
2119: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.47s)
2120: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.49s)
2121: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.51s)
2122: acc=0.08% acc_corr=0.08% avg#q_ae=67.17 med#q=22.0, avg_margin=-1.38, buff=19194, (n_ex=9597, eps=765.000, 1009.53s)
