2021-03-26_19-47-12_EXACT_IFTY0_wrn-28-10-drop_HRZ0_RND1_NAS0_Eps2
1: acc=88.08% acc_corr=91.78% avg#q_ae=2.19 med#q=2.0, avg_margin=7.23, buff=19194, (n_ex=9597, eps=2.000, 7.38s)
2760: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.43s)
2761: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.48s)
2762: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.53s)
2763: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.58s)
2764: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.63s)
2765: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.68s)
2766: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.73s)
2767: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.77s)
2768: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.82s)
2769: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.87s)
2770: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.92s)
2771: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1277.97s)
2772: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.02s)
2773: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.07s)
2774: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.12s)
2775: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.17s)
2776: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.21s)
2777: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.26s)
2778: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.31s)
2779: acc=0.90% acc_corr=0.94% avg#q_ae=163.39 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.36s)
2780: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.41s)
2781: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.46s)
2782: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.51s)
2783: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.56s)
2784: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.61s)
2785: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.66s)
2786: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.71s)
2787: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.76s)
2788: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.81s)
2789: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.86s)
2790: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.91s)
2791: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1278.96s)
2792: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.01s)
2793: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.06s)
2794: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.11s)
2795: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.15s)
2796: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.20s)
2797: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.25s)
2798: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.30s)
2799: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.35s)
2800: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.40s)
2801: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.45s)
2802: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.50s)
2803: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.55s)
2804: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.60s)
2805: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.65s)
2806: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.70s)
2807: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.75s)
2808: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.80s)
2809: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.85s)
2810: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.90s)
2811: acc=0.89% acc_corr=0.93% avg#q_ae=163.67 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1279.95s)
2812: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.00s)
2813: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.05s)
2814: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.10s)
2815: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.15s)
2816: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.20s)
2817: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.25s)
2818: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.30s)
2819: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.34s)
2820: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.39s)
2821: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.44s)
2822: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.49s)
2823: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.53s)
2824: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.58s)
2825: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.63s)
2826: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.68s)
2827: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.73s)
2828: acc=0.88% acc_corr=0.92% avg#q_ae=163.95 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.78s)
2829: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.83s)
2830: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.88s)
2831: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.93s)
2832: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1280.97s)
2833: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.02s)
2834: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.07s)
2835: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.12s)
2836: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.17s)
2837: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.21s)
2838: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.26s)
2839: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.31s)
2840: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.36s)
2841: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.41s)
2842: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.46s)
2843: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.50s)
2844: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.55s)
2845: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.60s)
2846: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.65s)
2847: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.70s)
2848: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.75s)
2849: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.79s)
2850: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.84s)
2851: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.89s)
2852: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.94s)
2853: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1281.99s)
2854: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.03s)
2855: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.08s)
2856: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.13s)
2857: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.18s)
2858: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.23s)
2859: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.28s)
2860: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.32s)
2861: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.37s)
2862: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.42s)
2863: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.47s)
2864: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.52s)
2865: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.57s)
2866: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.62s)
2867: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.67s)
2868: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.72s)
2869: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.77s)
2870: acc=0.87% acc_corr=0.91% avg#q_ae=164.23 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.81s)
2871: acc=0.86% acc_corr=0.90% avg#q_ae=164.51 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.87s)
2872: acc=0.86% acc_corr=0.90% avg#q_ae=164.51 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.91s)
2873: acc=0.86% acc_corr=0.90% avg#q_ae=164.51 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1282.96s)
2874: acc=0.85% acc_corr=0.89% avg#q_ae=164.80 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.01s)
2875: acc=0.85% acc_corr=0.89% avg#q_ae=164.80 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.06s)
2876: acc=0.85% acc_corr=0.89% avg#q_ae=164.80 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.11s)
2877: acc=0.85% acc_corr=0.89% avg#q_ae=164.80 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.16s)
2878: acc=0.85% acc_corr=0.89% avg#q_ae=164.80 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.21s)
2879: acc=0.85% acc_corr=0.89% avg#q_ae=164.80 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.26s)
2880: acc=0.85% acc_corr=0.89% avg#q_ae=164.80 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.30s)
2881: acc=0.85% acc_corr=0.89% avg#q_ae=164.80 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.35s)
2882: acc=0.84% acc_corr=0.88% avg#q_ae=165.08 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.40s)
2883: acc=0.84% acc_corr=0.88% avg#q_ae=165.08 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.45s)
2884: acc=0.84% acc_corr=0.88% avg#q_ae=165.08 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.50s)
2885: acc=0.84% acc_corr=0.88% avg#q_ae=165.08 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.55s)
2886: acc=0.84% acc_corr=0.88% avg#q_ae=165.08 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.60s)
2887: acc=0.84% acc_corr=0.88% avg#q_ae=165.08 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.65s)
2888: acc=0.84% acc_corr=0.88% avg#q_ae=165.08 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.69s)
2889: acc=0.84% acc_corr=0.88% avg#q_ae=165.08 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.74s)
2890: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.79s)
2891: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.84s)
2892: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.89s)
2893: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.94s)
2894: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1283.98s)
2895: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.03s)
2896: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.08s)
2897: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.13s)
2898: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.17s)
2899: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.22s)
2900: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.27s)
2901: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.32s)
2902: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.36s)
2903: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.41s)
2904: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.46s)
2905: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.51s)
2906: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.55s)
2907: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.60s)
2908: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.65s)
2909: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.69s)
2910: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.74s)
2911: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.79s)
2912: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.84s)
2913: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.88s)
2914: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.93s)
2915: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1284.98s)
2916: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.03s)
2917: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.07s)
2918: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.12s)
2919: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.17s)
2920: acc=0.83% acc_corr=0.86% avg#q_ae=165.37 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.21s)
2921: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.26s)
2922: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.31s)
2923: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.36s)
2924: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.40s)
2925: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.45s)
2926: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.50s)
2927: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.55s)
2928: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.59s)
2929: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.64s)
2930: acc=0.82% acc_corr=0.85% avg#q_ae=165.66 med#q=53.0, avg_margin=-0.96, buff=19194, (n_ex=9597, eps=2.000, 1285.69s)
