

All hps: 2021-03-10 15:41:14 model=wrn-28-10-drop dataset=cifar10 attack=square_l2 n_ex=10000 eps=1020.0 p=0.05 n_iter=10000
Clean accuracy: 95.97%
Initial square side=6 for bumps
2021-03-10_15-41-33_EXACT_IFTY0_wrn-28-10-drop_HRZ0_RND1__Eps1020
1: acc=65.36% acc_corr=68.10% avg#q_ae=2.12 med#q=2.0, avg_margin=3.21, buff=19194, (n_ex=9597, eps=1020.000, 4.87s)
452: acc=0.46% acc_corr=0.48% avg#q_ae=30.45 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.28s)
453: acc=0.45% acc_corr=0.47% avg#q_ae=30.50 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.35s)
454: acc=0.44% acc_corr=0.46% avg#q_ae=30.54 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.41s)
455: acc=0.43% acc_corr=0.45% avg#q_ae=30.59 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.48s)
456: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.55s)
457: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.62s)
458: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.69s)
459: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.76s)
460: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.83s)
461: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.90s)
462: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 414.97s)
463: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.04s)
464: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.11s)
465: acc=0.42% acc_corr=0.44% avg#q_ae=30.63 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.17s)
466: acc=0.41% acc_corr=0.43% avg#q_ae=30.68 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.24s)
467: acc=0.41% acc_corr=0.43% avg#q_ae=30.68 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.31s)
468: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.38s)
469: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.45s)
470: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.52s)
471: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.58s)
472: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.65s)
473: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.71s)
474: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.76s)
475: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.82s)
476: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.89s)
477: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 415.96s)
478: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.02s)
479: acc=0.39% acc_corr=0.41% avg#q_ae=30.77 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.09s)
480: acc=0.38% acc_corr=0.40% avg#q_ae=30.82 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.16s)
481: acc=0.38% acc_corr=0.40% avg#q_ae=30.82 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.22s)
482: acc=0.38% acc_corr=0.40% avg#q_ae=30.82 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.28s)
483: acc=0.38% acc_corr=0.40% avg#q_ae=30.82 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.35s)
484: acc=0.38% acc_corr=0.40% avg#q_ae=30.82 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.41s)
485: acc=0.38% acc_corr=0.40% avg#q_ae=30.82 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.48s)
486: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.54s)
487: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.61s)
488: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.68s)
489: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.75s)
490: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.80s)
491: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.87s)
492: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.93s)
493: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 416.99s)
494: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.06s)
495: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.13s)
496: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.19s)
497: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.25s)
498: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.32s)
499: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.38s)
500: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.44s)
501: acc=0.37% acc_corr=0.39% avg#q_ae=30.87 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.50s)
502: acc=0.36% acc_corr=0.38% avg#q_ae=30.91 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.57s)
503: acc=0.36% acc_corr=0.38% avg#q_ae=30.91 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.64s)
504: acc=0.34% acc_corr=0.35% avg#q_ae=31.01 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.71s)
505: acc=0.34% acc_corr=0.35% avg#q_ae=31.01 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.77s)
506: acc=0.34% acc_corr=0.35% avg#q_ae=31.01 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.82s)
507: acc=0.33% acc_corr=0.34% avg#q_ae=31.06 med#q=10.0, avg_margin=-1.95, buff=19194, (n_ex=9597, eps=1020.000, 417.87s)
508: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 417.93s)
509: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 417.98s)
510: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.04s)
511: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.09s)
512: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.15s)
513: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.20s)
514: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.24s)
515: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.29s)
516: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.34s)
517: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.40s)
518: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.45s)
519: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.50s)
520: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.56s)
521: acc=0.32% acc_corr=0.33% avg#q_ae=31.11 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.61s)
522: acc=0.31% acc_corr=0.32% avg#q_ae=31.17 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.65s)
523: acc=0.31% acc_corr=0.32% avg#q_ae=31.17 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.70s)
524: acc=0.31% acc_corr=0.32% avg#q_ae=31.17 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.76s)
525: acc=0.31% acc_corr=0.32% avg#q_ae=31.17 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.81s)
526: acc=0.31% acc_corr=0.32% avg#q_ae=31.17 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.87s)
527: acc=0.31% acc_corr=0.32% avg#q_ae=31.17 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.92s)
528: acc=0.31% acc_corr=0.32% avg#q_ae=31.17 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 418.97s)
529: acc=0.31% acc_corr=0.32% avg#q_ae=31.17 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.02s)
530: acc=0.31% acc_corr=0.32% avg#q_ae=31.17 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.07s)
531: acc=0.30% acc_corr=0.31% avg#q_ae=31.22 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.13s)
532: acc=0.30% acc_corr=0.31% avg#q_ae=31.22 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.18s)
533: acc=0.30% acc_corr=0.31% avg#q_ae=31.22 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.23s)
534: acc=0.30% acc_corr=0.31% avg#q_ae=31.22 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.29s)
535: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.34s)
536: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.39s)
537: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.45s)
538: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.49s)
539: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.55s)
540: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.60s)
541: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.65s)
542: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.70s)
543: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.75s)
544: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.81s)
545: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.86s)
546: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.91s)
547: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 419.97s)
548: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.02s)
549: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.07s)
550: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.12s)
551: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.17s)
552: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.22s)
553: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.27s)
554: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.32s)
555: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.38s)
556: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.43s)
557: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.49s)
558: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.54s)
559: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.59s)
560: acc=0.29% acc_corr=0.30% avg#q_ae=31.27 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.64s)
561: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.69s)
562: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.74s)
563: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.79s)
564: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.84s)
565: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.90s)
566: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 420.95s)
567: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.00s)
568: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.05s)
569: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.10s)
570: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.15s)
571: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.20s)
572: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.24s)
573: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.29s)
574: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.35s)
575: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.40s)
576: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.45s)
577: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.51s)
578: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.55s)
579: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.60s)
580: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.64s)
581: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.69s)
582: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.74s)
583: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.79s)
584: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.84s)
585: acc=0.28% acc_corr=0.29% avg#q_ae=31.33 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.89s)
586: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 421.94s)
587: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.00s)
588: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.04s)
589: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.09s)
590: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.14s)
591: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.19s)
592: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.23s)
593: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.28s)
594: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.33s)
595: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.38s)
596: acc=0.27% acc_corr=0.28% avg#q_ae=31.38 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.43s)
597: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.48s)
598: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.53s)
599: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.58s)
600: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.62s)
601: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.67s)
602: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.71s)
603: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.76s)
604: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.80s)
605: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.85s)
606: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.89s)
607: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.94s)
608: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 422.99s)
609: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.04s)
610: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.09s)
611: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.14s)
612: acc=0.26% acc_corr=0.27% avg#q_ae=31.44 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.19s)
613: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.23s)
614: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.27s)
615: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.32s)
616: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.36s)
617: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.40s)
618: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.45s)
619: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.50s)
620: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.55s)
621: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.60s)
622: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.65s)
623: acc=0.25% acc_corr=0.26% avg#q_ae=31.51 med#q=10.0, avg_margin=-1.96, buff=19194, (n_ex=9597, eps=1020.000, 423.69s)
